formattedDate,id,isNew,name,name_en,typeString,url,gacha_type,gacha_1_url,gacha_2_url,image
2025年3月,sp06,False,Seas of Prey: 混沌竞技场,Seas of Prey: Arena of Chaos,活动,https://mwstats.info/events/seas-of-prey-arena-of-chaos-67t5od7h?lang=zh-hans,无人机补给类,https://mwstats.info/gacha/deep-dive-drone-37ygp2hx?lang=zh-hans,https://mwstats.info/gacha/stash-drone-9w1juzdm?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_sp06_popup.jpg?v=f92e7694', 'alt': 'Seas of Prey: 混沌竞技场', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_sp06_popup.jpg?v=f92e7694', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp06_popup.jpg?v=f92e7694', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp06_popup.jpg?v=f92e7694', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp06_popup.jpg?v=f92e7694', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp06_popup.jpg?v=f92e7694'}}"
2025年2月,lfp25,False,新春阅舰,Lunar Fleet Parade,活动,https://mwstats.info/events/lunar-fleet-parade-ag56efdj?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-67g6hd34?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-85dxunq6?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_lfp25_popup.jpg?v=7812da18', 'alt': '新春阅舰', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_lfp25_popup.jpg?v=7812da18', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_lfp25_popup.jpg?v=7812da18', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_lfp25_popup.jpg?v=7812da18', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_lfp25_popup.jpg?v=7812da18', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_lfp25_popup.jpg?v=7812da18'}}"
2025年2月,pf25,False,招财进宝,Pursuit of Fortune,抽奖,https://mwstats.info/gacha/pursuit-of-fortune-e0enaa6u?lang=zh-hans,筹码类,https://mwstats.info/gacha/pursuit-of-fortune-e0enaa6u?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd', 'alt': '招财进宝', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pf25.jpg?v=6993bfbd'}}"
2025年7月,wd25,False,深海守望,Wardens of the Deep,活动,https://mwstats.info/events/wardens-of-the-deep-aplg7yx8?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-8m2o0ox4?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-a87903dn?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186', 'alt': '深海守望', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_wd25_popup.jpg?v=8b6d0186'}}"
2025年7月,lm25,False,漩涡之主,Lords of the Maelstrom,抽奖,https://mwstats.info/gacha/lords-of-the-maelstrom-ehiu6msm?lang=zh-hans,筹码类,https://mwstats.info/gacha/lords-of-the-maelstrom-ehiu6msm?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae', 'alt': '漩涡之主', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_lm25_background.jpg?v=f43a33ae'}}"
2025年6月,ms25,False,黑帮之影,Mafia's Shadow,抽奖,https://mwstats.info/gacha/mafias-shadow-1pint3y9?lang=zh-hans,筹码类,https://mwstats.info/gacha/mafias-shadow-1pint3y9?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b', 'alt': '黑帮之影', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_ms25_background.jpg?v=6927418b'}}"
2025年6月,ph25,False,幻影狩猎,Phantom Hunt,活动,https://mwstats.info/events/phantom-hunt-11e8se5t?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-8mxlo33r?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-5s2tqq4o?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015', 'alt': '幻影狩猎', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_ph25_popup.jpg?v=5a0a9015'}}"
2025年5月,rf25,False,狂怒律动,Rhythm of Fury,抽奖,https://mwstats.info/gacha/rhythm-of-fury-491vz12a?lang=zh-hans,筹码类,https://mwstats.info/gacha/rhythm-of-fury-491vz12a?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9', 'alt': '狂怒律动', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_gacha_rf25_background.jpg?v=4c0f00c9'}}"
2025年4月,eb25,False,复活节赏金,Easter Bounty,抽奖,https://mwstats.info/gacha/easter-bounty-eez8pvc5?lang=zh-hans,复活节硬币类,https://mwstats.info/gacha/easter-bounty-eez8pvc5?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18', 'alt': '复活节赏金', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_eb25_background.jpg?v=14fe7b18'}}"
2025年1月,sj25,False,正义风暴,Storm of Justice,活动,https://mwstats.info/events/storm-of-justice-be76ldo3?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-w377v2fw?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-asjkh066?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_sj25_popup.jpg?v=5117531b', 'alt': '正义风暴', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_sj25_popup.jpg?v=5117531b', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_sj25_popup.jpg?v=5117531b', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_sj25_popup.jpg?v=5117531b', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_sj25_popup.jpg?v=5117531b', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_sj25_popup.jpg?v=5117531b'}}"
2025年1月,be25,False,战争回声,Battle’s Echo,抽奖,https://mwstats.info/gacha/battles-echo-54jus36e?lang=zh-hans,筹码类,https://mwstats.info/gacha/battles-echo-54jus36e?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635', 'alt': '战争回声', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_be25_background.jpg?v=e9d95635'}}"
2024年12月,fp24,False,节日巡航,Festive Patrol,活动,https://mwstats.info/events/festive-patrol-7rw4jn22?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-csnvr9i0?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-2p0id7j5?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d', 'alt': '节日巡航', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_fp24_popup.jpg?v=fe6bf59d'}}"
2024年11月,bf24,False,抽奖,Prize Draw,抽奖,https://mwstats.info/gacha/prize-draw-bvfegisx?lang=zh-hans,筹码类,https://mwstats.info/gacha/prize-draw-bvfegisx?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f', 'alt': '抽奖', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_bf24.jpg?v=87a5be7f'}}"
2024年11月,al24,False,古代遗产,Ancient Legacy,活动,https://mwstats.info/events/ancient-legacy-987fqwd8?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-15dwg0i0?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-1ls22xi4?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_al24_popup.jpg?v=63b4db8d', 'alt': '古代遗产', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_al24_popup.jpg?v=63b4db8d', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_al24_popup.jpg?v=63b4db8d', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_al24_popup.jpg?v=63b4db8d', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_al24_popup.jpg?v=63b4db8d', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_al24_popup.jpg?v=63b4db8d'}}"
2024年8月,de24,False,危险实验,Dangerous Experiments,抽奖,https://mwstats.info/gacha/dangerous-experiments-2ixgr0tu?lang=zh-hans,原子代币类,https://mwstats.info/gacha/dangerous-experiments-2ixgr0tu?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb', 'alt': '危险实验', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_de24.jpg?v=967f55fb'}}"
2024年7月,sph24,False,Secret of Pharaoh,Secret of Pharaoh,活动,https://mwstats.info/events/secret-of-pharaoh-3shl14fs?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-dj4hfwfc?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-7z1qe86y?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_sph24_popup.jpg?v=155697ad', 'alt': 'Secret of Pharaoh', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_sph24_popup.jpg?v=155697ad', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_sph24_popup.jpg?v=155697ad', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_sph24_popup.jpg?v=155697ad', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_sph24_popup.jpg?v=155697ad', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_sph24_popup.jpg?v=155697ad'}}"
2024年7月,pug24,False,盛世传奇,Legends of the Golden Age,抽奖,https://mwstats.info/gacha/legends-of-the-golden-age-9cl4nhgi?lang=zh-hans,钥匙类,https://mwstats.info/gacha/legends-of-the-golden-age-9cl4nhgi?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a', 'alt': '盛世传奇', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/gacha_c_pug24.jpg?v=3a421f0a'}}"
2024年6月,sp04,False,Seas of Prey: Renegades,Seas of Prey: Renegades,活动,https://mwstats.info/events/seas-of-prey-renegades-6xf95pj5?lang=zh-hans,无人机补给类,https://mwstats.info/gacha/deep-dive-drone-busju7uj?lang=zh-hans,https://mwstats.info/gacha/stash-drone-1nblczot?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7', 'alt': 'Seas of Prey: Renegades', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_sp04_popup.jpg?v=75ff8bd7'}}"
2024年5月,bp24,False,庆典狂欢,Celebration Craze,抽奖,https://mwstats.info/gacha/celebration-craze-evxtab7k?lang=zh-hans,其它类,https://mwstats.info/gacha/celebration-craze-evxtab7k?lang=zh-hans,,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba', 'alt': '庆典狂欢', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/gacha-preview/activity_c_bp24_background.jpg?v=727012ba'}}"
2024年10月,ps24,False,行星围攻,Planetary Siege,活动,https://mwstats.info/events/planetary-siege-75ttq97x?lang=zh-hans,机密货物类,https://mwstats.info/gacha/delivery-drone-6o77fowr?lang=zh-hans,https://mwstats.info/gacha/classified-cargo-dv9u5dsq?lang=zh-hans,"{'width': 1920, 'height': 1080, 'default': 'https://mwstats.info/images/event-key-art/event_ps24_popup.jpg?v=52a42f16', 'alt': '行星围攻', 'hasTransparency': False, 'dominantColor': None, 'sizes': {'1920': 'https://mwstats.info/images/event-key-art/event_ps24_popup.jpg?v=52a42f16', '1080': 'https://mwstats.info/cdn-cgi/image/width=1080%2Cformat=auto%2Cquality=85/images/event-key-art/event_ps24_popup.jpg?v=52a42f16', '1440': 'https://mwstats.info/cdn-cgi/image/width=1440%2Cformat=auto%2Cquality=85/images/event-key-art/event_ps24_popup.jpg?v=52a42f16', '720': 'https://mwstats.info/cdn-cgi/image/width=720%2Cformat=auto%2Cquality=85/images/event-key-art/event_ps24_popup.jpg?v=52a42f16', '300': 'https://mwstats.info/cdn-cgi/image/width=300%2Cformat=auto%2Cquality=85/images/event-key-art/event_ps24_popup.jpg?v=52a42f16'}}"
